,title,comments,nanashi,date,timetable,id
185,"
普段会社では大人しくていい子ちゃんなのにおんJではイキがってる奴いるよな
","ワイとかね
",名無し,2023/1/27,14:05:53,KvQd
186,"
これって虐待なんか？
","https://twitter.com/tatuukun/status/1617990977150685184&t=DmUo5N_v6o3BIN0tMqkh3g
",名無し,2023/1/27,13:34:15,vvzq
187,"
お前らって高学歴の上級国民だよな
","誇らしくないの？
",名無し,2023/1/27,14:01:48,CBCK
188,"
Unityに自信ニキ
","公式チュートリアルにある選択肢がワイのバージョンには見当たらないんやがどこいった？ちなみにオブジェクトの2Dって項目
",名無し,2023/1/27,13:56:02,HEyO
189,"
おんJ民A「ワイよくガイジ扱いされるわ」　おんJ民B「客観的に見てお前に問題があるからやろ」←こいつ
","いつもガイジとレスバしてない？
",名無し,2023/1/27,13:58:37,mjCv
190,"
ぼざろのキャラが使ってるスマホwwwwww
","後藤ひとり→iPhoneSE2〜3 or 8?喜多郁代→iPhone13伊地知虹夏→iPhone12山田リョウ→AQUOS R6
",名無し,2023/1/27,13:56:19,PM7n
191,"
ワイ氏、ワンピースフィルムレッドを観賞中トイレに行ってしまう
","序盤のルフィ海賊やめなよ辺りのシーンをおそらく見逃したわ、ここ重要シーンだった？
",名無し,2023/1/27,13:49:07,8Tp7
192,"
低知能ワイ ネット通販のコンビニ払いを覚える
","めっちゃ楽やなこれ
",名無し,2023/1/27,13:55:42,FKIZ
193,"
長谷川亮太やsyamuは一応ネット民と会話になってるけど岡くんは独り言つぶやいてるだけだったよな
","岡くんって頭のいい発達障害者なのかな？
",名無し,2023/1/27,13:45:50,NOe4
194,"
😁MARCH以下のやつは不良品ｗ←これ
","自分が有能なのをいいことに謙遜するフリして“普通”の基準上げるのやめろ
",名無し,2023/1/27,13:56:58,HAHB
195,"
ワイ、毎日彼女とキスしてしまう😘
","幸せや
",名無し,2023/1/27,13:49:58,tseA
196,"
たった今娘が寝たwwwww
","抱っこして1時間ようやく寝付いてくれた…
",名無し,2023/1/27,13:55:29,I22h
197,"
ジョイフルのもつ鍋食う
","初めて食うわ
",名無し,2023/1/27,13:27:49,IST7
198,"
ワイ(180cm75kg)「お前らネットでワイのことバカにしたよな？」
","お前ら(201cm90kg)「なんや文句あるんかコラ」ワイ「ごめんなさい…😭」これが現実
",名無し,2023/1/27,13:54:35,HYn0
199,"
ANARCHYとかいう落ち目の俺にしか喧嘩売らない雑魚
","今全盛期のライゼンやマッサージ師には絶対喧嘩売らないよな
",愛國者,2023/1/27,13:58:53,xCow
200,"
学歴スレ立ちすぎやろ
","なぜ高学歴がこんな時間におんJを…？
",名無し,2023/1/27,13:58:22,HYn0
201,"
阿呆「強盗怖いワ」←いや包丁で殺したらいいだけだよね
","過剰防衛でも状況考慮されて無罪放免や
",名無し,2023/1/27,13:26:30,nH3H
202,"
身長2メートル以上ってアメリカでも珍しいの？
","白人黒人にもそんないないの？
",名無し,2023/1/27,13:54:01,kxNp
203,,,,,,
204,"
【朗報】金髪美女さん、アナルボーリングしてしまう
","https://twitter.com/ordurebizarree/status/1618497940288569344&t=7TBIcpc3KnT3U47HDZFdPw
",名無し,2023/1/27,18:10:37,h2ln
205,"
【12球団総合】プロ野球雑談・議論 Part240
","・煽り荒らしはとりあえずバツポチで対応・次スレはアク引継ぎで>>950よろしく!jien!ngk【ＷＢＣ日本代表メンバー】◆投手大谷翔平（LAA）ダルビッシュ有（SD）戸郷翔征（巨人）佐々木朗希（ロッテ）山本由伸（オリックス）今永昇太（DeNA）松井裕樹（楽天）栗林良吏（広島）湯浅京己（阪神）大勢（巨人）宮城大弥（オリックス）宇田川優希（オリックス）高橋奎二（ヤクルト）高橋宏斗（中日）伊藤大海（日本ハム）◆捕手甲斐拓也（ソフトバンク）中村悠平（ヤクルト）大城卓三（巨人）◆内野手源田壮亮（西武）牧秀悟（DeNA）村上宗隆（ヤクルト）山田哲人（ヤクルト）山川穂高（西武）周東佑京（ソフトバンク）中野拓夢（阪神）岡本和真（巨人）◆外野手近藤健介（ソフトバンク）鈴木誠也（CHC）吉田正尚（BOS）L.ヌートバー（STL）前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674782803/
",名無し,2023/1/27,18:05:16,WrDg
206,"
AIイラストやったことないやつｗｗｗ3
","https://waifus.nemusona.com/最新のanythingモデル。綺麗な画像ができるように設定済みだから絵柄を変えるのは難しいかも。使い方Positive Promptsに作りたい画像（制服黒髪ロングの例: girl, school uniform, black hair, long hair,）Negative Promptsは除外したいものGenerateで画像生成有名ならキャラ名だけでも作れる。日本語はほぼ認識しない。呪文生成サイトエロはないhttps://programming-school-advance.com/ai-image-generation呪文生成サイトhttps://note.com/ryon3/n/n5c5c2f79c596呪文生成サイトhttps://huggingface.co/spaces/NoCrypt/DeepDanbooru_string次スレは>>900踏んだ人が建ててください※追記 2023/01/25 23:45:58前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674390799/l10
",名無し,2023/1/25,23:42:23,dAwt
207,"
電気代五万きてて草
","もう終わりだよこの家
",名無し,2023/1/27,17:02:12,SfdO
208,"
【12球団総合】プロ野球雑談・議論 Part239
","・煽り荒らしはとりあえずバツポチで対応・次スレはアク引継ぎで>>950よろしく!jien!ngk【ＷＢＣ日本代表メンバー】◆投手大谷翔平（LAA）ダルビッシュ有（SD）戸郷翔征（巨人）佐々木朗希（ロッテ）山本由伸（オリックス）今永昇太（DeNA）松井裕樹（楽天）栗林良吏（広島）湯浅京己（阪神）大勢（巨人）宮城大弥（オリックス）宇田川優希（オリックス）高橋奎二（ヤクルト）高橋宏斗（中日）伊藤大海（日本ハム）◆捕手甲斐拓也（ソフトバンク）中村悠平（ヤクルト）大城卓三（巨人）◆内野手源田壮亮（西武）牧秀悟（DeNA）村上宗隆（ヤクルト）山田哲人（ヤクルト）山川穂高（西武）周東佑京（ソフトバンク）中野拓夢（阪神）岡本和真（巨人）◆外野手近藤健介（ソフトバンク）鈴木誠也（CHC）吉田正尚（BOS）L.ヌートバー（STL）前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674716877/
",名無し,2023/1/27,10:26:43,NKQf
209,"
物価高すぎるので節約技スレ
","暖房代サッシの隙間風をテープとビニールカーテンで防止でもまだカーテンの端っこから冷え冷え空気が来るカーテンと壁を密着させないとこれ続きそう食費鍋がいいんかなとにかく腹がいっぱい健康な範囲で節約したい
",名無し,2023/1/27,17:49:53,6xW3
210,"
おんｊお絵かき雑談部26
","ガチ絵でも落書きでもなんでも描け…　鬼龍の様にこのスレは雑談しながらお絵描きするだけの道具やんけ　なにムキになっとんねん雑談だけしたいとか悲しくて暴れたいとか愚痴りたいとかそんなん思たらいつでもこのスレにぶつけてくれスレ住民のでっかい大胸筋でなんぼでも受け止めたる住民めっちゃタフやし※追記 2022/12/17 12:26:56>>1リクスレではないので絵描き側から要望が出ない限りリクエストはなしでお願いします※追記 2022/12/17 16:08:54!jien前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1672307740/
",名無し,2023/1/14,14:13:22,o3G1
211,"
【朗報】日本、今後めちゃくちゃ給料が上がっていく方針
","『岸田文雄首相は27日の参院代表質問で、重視する構造的な賃上げの実現に向け「民間だけに任せることなく、政府として政策を総動員して環境整備に取り組む」と強調した。』以下記事より引用首相、賃上げへ「政策総動員」　0～2歳児支援も、参院代表質問https://news.yahoo.co.jp/articles/2751a3eb96229acd16f519a6fbcdc5c37b617a33
",名無し,2023/1/27,17:39:51,18PO
212,"
面接官「１番人が集まったのいつ？」なんJ「WBC優勝」vip「電車男」ニュー速「安倍が死んだ時」
","おんJ「ぜ…全買スレに乞食が集まった時です…」
",名無し,2023/1/27,18:07:33,GDCD
213,"
【速報】「ルフィ」マニラで拘束中
","https://www.sanyonews.jp/sp/article/1356272?rct=global_kokusai
",名無し,2023/1/27,13:18:10,JT2j
214,"
なんでアウトドア勢ってぼったくられてるのにそれ自慢するの？
","命の値段は装備の値段(笑)そしてあげられる分解動画でぼったくりがバレる事実
",名無し,2023/1/27,17:57:38,lRWj
215,"
ワイが作ったカルボナーラ、めっちゃ旨そう
","どや
",名無し,2023/1/27,18:07:37,hNCt
216,"
さかなクンのアナルに入れたいお魚
","サンマ
",名無し,2023/1/27,18:14:38,GfCZ
217,"
ワイ、女装にはまる
","メイクしてどんどん上手くなってって、、、止められない
",名無し,2023/1/26,18:19:06,8JpC
218,"
中国人美少女「ねえ、私とする…？」
","2001年福建省厦门市出生 身高163cm 汉族 ※10岁起在日本生活，说日语
",名無し,2023/1/27,18:15:16,JL9B
219,"
夜神月「エロノート…？」
","夜神月「夜神粧裕　突然オナニーをし絶頂」粧裕「イクうううううう！！！！！❤️❤️❤️❤️」ﾋﾞｸﾝﾋﾞｸﾝどうする？
",名無し,2023/1/27,18:09:48,tA5b
220,"
いわさきゆか17歳高校3年生です、今からご主人様に私の裸を見せます
","見せて
",名無し,2021/6/18,12:17:11,JjPi
221,"
近々自〇配信するんやが、どこで死ぬべきなんやろ
","人にかける迷惑は最小限にしたいあとWifi繋がる所がいいです
",名無し,2023/1/27,18:02:18,1krh
222,"
ワイ「イヤホンほしい」おんJ民「最低でも1万円だせ」「3万以下はゴミ」「5万でもショボい」
","いったいどんなイヤホンを使ってるんだ…？
",名無し,2023/1/27,17:46:10,Z3Rg
223,"
【悲報】暇空さん(40代男性)、さすがにキツい
","「自分は天才」だと自負新人の時からずば抜けていたと周りが証言ゲームでトップだったから自分には才能がある
",名無し,2023/1/27,10:36:54,8jvl
224,"
【在日敗北】日本人さん、ヨーロッパ人から白人国家だと思われてた【愛国心】
","945 おさかなくわえた名無しさん 2009/1/25(火) 13:25:11.16 ID:264dJsSh 昔フィンランド人と文通してたけど日本は白人国家だと思ってたって言ってたよ 自分の家族や学校の写真とか送ってたのにそれ見ても気づかなかったんだって クラスに一人在日の子がいたんだけど写真の中のその子を｢一人だけアジアンの子がいるね｣ って言われて｢え？みんなアジアンじゃん｣ってなったのが気づいたきっかけ ヨーロッパの人達から見たら日本人は白人に見えるらしいよ
",名無し,2023/1/27,18:08:24,A3pn
225,"
合コン相手「ウォーリーの彼女に似てますね」わたし「なにそれーｗ（あとでトイレで調べよ）」
","激似じゃねえか殺すぞ
",名無し,2023/1/27,18:14:27,MI7D
226,"
将棋やろう
"," 
",名無し,2023/1/27,17:29:49,1Arf
227,"
女のくせにフェラする奴
","さすがにおらんよな？😉
",名無し,2023/1/27,18:08:51,sg98
228,"
私は貝になりたい←これ
","貝という生き物を舐めてるとしか思えんわ
",名無し,2023/1/27,18:04:30,QD2w
229,"
【朗報】ライザのフィギュア、太くない
","太くなくてよかった〜
",名無し,2023/1/27,17:28:52,r4L6
230,"
【悲報】Ｚ世代さん、お小遣いほしさに所得税不正還付の事案がガチで横行してしまう
","「お小遣いほしさ」Ｚ世代の所得税不正還付が横行…代行業者がＳＮＳで指南https://news.yahoo.co.jp/articles/a9f0cc9b9222b7aa9af0a61b0c3bb9c1e82d1a22Ｚ世代さぁ・・・
",名無し,2023/1/27,17:43:43,18PO
231,"
おさかなさんって釣られた時に針が口にぶっ刺さるわけやん？
","リリースしても感染症で死ぬんじゃないの？
",名無し,2023/1/27,18:13:46,gtKC
232,"
主人公や味方側が馬鹿で弱い作品ってクソだよな
","それが許されるのはエロビデオだけやぞ
",名無し,2023/1/27,18:16:57,9P9n
233,"
ワイニートなんやが自分の部屋が無い😭
","やーやーなの😭
",名無し,2023/1/27,18:07:00,psVJ
234,"
ワイ「ネタスレ投稿っと…w」
","古参ぶったおんj民「この定期スレ久しぶりに見たわw」ワイ「え？ワイが今日思いついたやつやが？」古参ぶったおんj民「ﾑｷｰ！つまんねんだよカス、こんなゴミスレ立てんな」ワイ「🤯」
",名無し,2023/1/27,18:15:28,VgTc
235,"
おんj民がやったことのある最低ラインの貧乏飯教えてや
","ワイは白米にマヨネーズと七味混ぜたのを乗っけて明太マヨ風丼ぶり作った腹減ってたら食えるレベルの味や
",名無し,2023/1/27,18:05:52,Zu1S
236,"
ワイのNGワードを当てるスレ
","一文字スレ系はスペースの有無が面倒なので除外※追記 2023/01/27 17:41:33正解数*1pt※追記 2023/01/27 18:05:13完全一致で正解※追記 2023/01/27 18:13:26優勝は #ID:ID:DbBA ニキや！おめでとナス！※追記 2023/01/27 18:14:55ID:DbBA訂正
",名無し,2023/1/27,17:40:31,THpi
237,"
麻雀上手い人来てくれ！雀魂で魂天目指すのって結構難しいんか？
","噂によると天鳳よりやばいとも聞くけど
",名無し,2023/1/27,17:44:44,c27b
238,"
彼女できへんやん
","いろいろ試したがワイに付いてくる女はおらんかった
",名無し,2023/1/27,18:03:27,KemI
239,"
【急募】パチ屋で隣に座った奴が猛烈に臭かったときの対処法
","打ってるんだが今座った隣のやつがワキガと風呂入ってない臭いでやばいんや何か良い案ないか？
",名無し,2023/1/27,17:31:19,cw8n
240,"
ブロッコリーとかいう美味すぎる野菜ｗｗｗｗｗｗｗｗ
","神
",名無し,2023/1/27,17:34:53,oUYf
241,"
寒すぎてコールオブデューティー
","やばすぎ
",名無し,2023/1/27,18:16:39,dAUg
242,"
吾輩猫である。名前は
","まぐろ
",名無し,2023/1/27,18:15:18,dAUg
243,"
おんjバイト先まで遠くて大変部
","4.5キロもあるわ…😥
",名無し,2023/1/27,18:12:26,KkhJ
244,"
【朗報】フワちゃん、めちゃくちゃいいヤツだった
","娘的なムーブがちゃんとできてるhttps://youtu.be/FV3OgAlQgkA
",名無し,2023/1/27,17:08:00,8LbN
245,"
久しぶりに田代撃とう
","https://lobster-app-sc4z6.ondigitalocean.app/werrx01/?phone=050-5806-1619&に田代打って欲しい
",名無し,2023/1/27,18:13:32,tNlk
246,"
タバコ吸う人ってメンタルやばやばなの多くないか？
","短気な性格の人多い気がするわ中にはおおらかで優しい人もおるけど少数派や
",名無し,2023/1/27,18:14:18,ce0O
247,"
ラスボス戦で「体力引き継ぎの3連戦です！」とかやられると
","ちょっと萎えるよな
",名無し,2023/1/27,18:13:01,XNJc
248,"
この春、慶応を卒業する娘に、内定先を聞いたら、マッキンゼー？という企業だと答えた。
","この春、慶応を卒業する娘に、内定先を聞いたら、マッキンゼー？という企業だと答えた。私は驚き、激怒した。そんな横文字のチャラチャラした企業に入れるために、県外の大学に行かせたわけではないと。いとこの涼介くんは静岡大学卒県庁勤務であり、比較されることが恥ずかしい。
",名無し,2023/1/27,18:13:42,vvzq
249,"
同志社大助教さん、JK買春で逮捕
","https://www.sankei.com/article/20230126-736YZ3AYGNLAXLPWATUE5RWHIQ/逮捕容疑は昨年４月９日と５月５日、大阪府内のホテルで、府内に住む１０代の女子高校生に、１８歳未満であることを知りながら現金計１５万円を支払い、性交したとしている。「児童買春になるのは知っていた」と容疑を認めている。
",名無し,2023/1/27,18:06:32,tOHs
250,"
飛車角落ちの藤井聡太vsワイでようやく勝敗が五分になるという事実　
","やばすぎるわ…
",名無し,2023/1/27,18:10:47,Z3Rg
251,"
【動画】セブンイレブンで美人店員がバイトテロ
","https://twitter.com/gekibuzz/status/1618507876087263233?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1618507876087263233%7Ctwgr%5E49e4eea47648e862b2a861eb18c8077f3ba10ef2%7Ctwcon%5Es1_c10&ref_url=https%3A%2F%2Fitainews.com%2Farchives%2F2022067.html
",名無し,2023/1/27,17:17:22,uCAy
252,"
【悲報】2015年、厄年だったw
","鉄血のオルフェンズ 艦これアニメ おそ松さん 実写版進撃の巨人仮面ライダーゴースト ドラえもん宇宙英雄記 クレしんサボテン これら全部2015年にやってたという事実
",名無し,2023/1/27,18:13:10,FpCc
253,"
久々に誰かミッションスレ立ててや😁
","頼むよ>>3様🥰
",名無し,2023/1/27,18:11:30,syWa
254,"
DMvault(デュエマボールト)というサイトを知っている方は居ませんか？
","Web上でデュエル・マスターズの仮想対戦が無料で出来る会員制のサイトなんですけど今は新規登録の受付が停止していてアカウントを新たに作ることができませんなので、もう使っていないアカウントやサブアカウントとかがあったら譲っていただくことはできませんか？
",名無し,2023/1/27,17:00:18,jNVN
255,"
トッモが最近素っ気ないんやが
","
",名無し,2023/1/27,17:58:47,qO2Y
256,"
【悲報】ガチのマジでウクライナ侵攻402
","!jien※次スレを立てる人は「必ず」アク禁の設定を引き継ぐことRONDERI発表のリアルタイム戦況図https://www.google.com/maps/d/viewer?mid=1lscRK6ehG0l2V-XvJ16nsyblMsQ&hl=en_US前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673614916/
",名無し,2023/1/26,11:43:08,SCyH
257,"
一秒間に16回もの最強ピストンの使い手ワイ
","お前らごとき5秒でいちころや😡
",名無し,2023/1/27,17:58:17,92nR
258,"
月　　に　　変　　わ　　っ　　て
","お
",名無し,2023/1/27,18:07:58,vqLm
259,"
出会えるアプリって今どこなんや
","ティンダー全然ひっかかんねえ、課金しないと無理なんかあれ
",名無し,2023/1/27,17:59:29,JYo9
260,"
【悲報】電車内でオッサン同士が殴り合いバトル
","なんでオッサンってすぐキレるんや？https://twitter.com/hansyajanai/status/1615725432049131522&t=c35MaBpqAbM2VHiO8KPlFg
",名無し,2023/1/27,17:22:11,6Rey
261,"
>>3キュア♪ >>3キュア♪
",">>3キュア♪ >>3キュア♪>>3キュア♪ >>3キュア♪>>3ティで♪ キュアキュア♪>>5は♪ >>3キュア〜！
",名無し,2023/1/27,17:37:02,mWas
262,"
かつやと松のやってどっちの方がええん？
","家からの距離は同じくらい
",名無し,2023/1/27,18:00:45,skbV
263,"
いい加減統一なんとかしてくれや
","最近話題にすらあがらんやん
",名無し,2023/1/27,17:55:46,Zu1S
264,"
ソ連「ウクライナ ベラルーシ ロシアは仲良し三姉妹やで！」
","https://youtu.be/11_uS0RNVIg悲しいなぁ…
",名無し,2023/1/27,17:59:55,MJOf
265,"
ネタで面接受けたら担当と予想外に盛り上がって草
","担当「私立きらめき高校卒、ですか・・・？」ワイ「そうですけど？」担当「私もです！！！！」なんやこれ楽勝やんけｗ
",名無し,2023/1/27,18:17:24,ZAUZ
266,"
ノリスケ「全自動卵割り機？そんなの買うのは料理したことない亭主関白やろ(笑)」
","実際波平ってクッソ亭主関白だよな
",名無し,2023/1/27,18:14:00,evuh
267,"
我、おんJにありにけり
","さとる太夫
",名無し,2023/1/27,18:14:17,7Q72
268,"
大冊を読み終えた時の達成感は異常
","いい事した気分になれる
",名無し,2023/1/27,18:15:52,CBCK
269,"
時をかける少女って
","いい曲だよね☺
",名無し,2023/1/27,18:15:06,8Wyj
270,"
拷問官「東海道新幹線のぞみの停車駅全部言えないと死刑」彡(ﾟ)(ﾟ)「楽勝やん！」
","彡(ﾟ)(ﾟ)「東京！横浜！静岡！名古屋！新大阪！！」彡(ﾟ)(ﾟ)彡(^)(^)
",名無し,2023/1/27,18:10:48,joEz
271,"
【朗報】Z世代にふんどしが流行る
","日本男児はふんどしが一番見栄えいいようにケツ毛剃って尻筋鍛えとけよ
",名無し,2023/1/27,18:02:54,1tKQ
272,"
(‘ｊ’ )「 あ！ 今日土曜日ど！！！！！！！！！！！！！！！！！！！！！！！！！！」 !AA
","前スレ( ‘ｊ’ )「 あ！ 今日土曜日ど！！！！！！！！！！！！！！！！！！！！！！！！」https://hayabusa.open2ch.net/test/read.cgi/livejupiter/1630161618/前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1650639619/　　　　　　　　　　　　　 ／.i　　　　　　　　　　／i∠__ノ　　　　　　 ／.i∠__ノ‘ｊ’　)ﾉ　　ｴｰﾗｲﾔｯﾁｬ　　　　　∠／.i‘ｊ’　)ﾉ==|┘　　　　〈,(∠__ノﾉ ／.i__〈　　ｴｰﾗｲﾔｯﾁｬ　　　　 〈,(　‘ｊ’∠_／.i　　　　　└i=〈,(∠__ノﾉ　　　　　　　　　　　〈__〈,(　‘ｊ’　)ﾉ　　ｼﾞｪｲｼﾞｪｲｼﾞｪｲｼﾞｪｲ　　 　 　　　　└i===|┘　 　 　 　 　　　〈＿_〈これでいいのかね？
",名無し,2022/9/10,0:09:31,JxSp
273,"
ぬとらじします
","ちょっと待っててな
",名無し,2023/1/27,18:07:42,Xchj
274,"
炎上系の話題スレにいる連中が統失みたいになる現象
","少しでも擁護意見言ったら本人or関係者認定されて草どうやらワイは任天堂のアンチスレを監視するネット工作員らしいただのニートなのに
",名無し,2023/1/27,18:08:17,jVDj
275,"
これって虐待なんか？
","https://twitter.com/tatuukun/status/1617990977150685184&t=DmUo5N_v6o3BIN0tMqkh3g
",名無し,2023/1/27,13:34:15,vvzq
276,"
回鍋肉ラーメンとかいう料理ｗｗｗｗｗｗｗｗ
","おいしくて草
",名無し,2023/1/27,18:13:27,sCAr
277,"
チンパンジーのジーってなんや？
","教えてや
",名無し,2023/1/27,18:02:37,UrhA
278,"
これは百歩譲ってくれてる事になるか？
","ワイ「宝くじ当たるといいなあ、三億ほしい」敵「百歩譲って当たったとしても数千円だろ」これは半分しか譲られてない気がするから50歩やろ
",名無し,2023/1/27,18:07:41,1Skw
279,"
君が勝てない理由
","その１ 俺には君の攻撃がなんとなく読める君が勝てない理由その２ 君は多角的な攻撃にひどく弱い
",名無し,2023/1/27,18:09:19,7prf
280,"
おんJでモタスポについて喋るスレ LAP42
","激闘だった2022年も冬を迎えるある人は去り、ある人はやって来るそんな2023年を見据えてモータースポーツは続くで！前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1664688691/
",名無し,2022/11/17,17:24:51,75CF
281,"
？？「まーたこのスレか！」？？「前にもこのスレ見たぞ死ね！」←こいつの正体
","何？
",名無し,2023/1/27,18:11:45,6fFl
282,"
ワイは本物のダンディ(本物の貴族)
","己の美学のみに生きてるんやこだわり、美意識高い最近はイギリス製の化粧品使ってるで
",名無し,2023/1/27,18:11:40,1tKQ
283,"
(o'ω'n)「お、おんちゃんなにもやってないおん……」
","(o'ω'n)「本当だおん！　密出国なんてかんがえたこともないおん！」　この国では、密出国することは重罪だ。捕縛にかこつけて銃殺されても文句は言えない程度に。　それに、寒い土地で密出国することは、厳しいという言葉では足りないほど辛い旅程を行くことになる。　だからおんちゃんはそんな危険なことをするつもりもないし、そもそも密出国を試みる人々と違い、暮らしに不満を持っていなかった。(o'ω'n)「だから、手伝いをしたなんてありえないおん！」
",名無し,2023/1/26,22:33:23,6IdH
284,"
アメリカで白人よりも黒人の犯罪率が高いのは歴史的背景による貧困なんやが
","最近の若者の犯罪率が高いのも貧困のせいなんやろな
",名無し,2023/1/27,18:06:07,5k44
285,"
うーんこ、うんこ、うんこっこ、うんここうんこ、うんこっこ
","うんこーこうんここここうんこ
",名無し,2023/1/27,18:07:28,mTCF
286,"
【悲報】ワイ、親友から倍にして返すから5マン貸してくれと言われる
","10万円戻ってきて草
",名無し,2023/1/27,18:08:31,Wwup
287,"
ワイの能力『ワープ』、強すぎる
","どんな物でも瞬間移動させられるただし内臓など一部分を瞬間移動させるのは不可能
",名無し,2023/1/27,17:52:01,tA5b
288,"
この画像エロ過ぎる
","　 ∧,,∧　( `･ω･) ようこそID腹筋スレへ！　/ ∽ |　しー-Ｊここはsageずに書き込み、出たIDの数字の回数だけ腹筋をするという、硬派なトレーニングスレです。例1　ID:9800 の場合 9800回腹筋しましょう。例2　ID:3y9n の場合 39回腹筋しましょう。例3　ID:baka の場合 数字がないので今日は休み。さあ、存分に腹筋するがよい↓(｀･ω･´)
",名無し,2023/1/27,18:05:46,AhUp
289,"
おじさん「これだからZ世代はサァ」Z世代「……」
","Z世代「ワイらがこうなるような社会を作ったのはお前らだよね？」おじさんダンマリな模様
",名無し,2023/1/27,17:57:51,JVnz
290,"
【朗報】弊社、春闘で15000円のペースアップを要求へ
","んほーw
",名無し,2023/1/27,17:58:53,GDCD
291,"
ビートたけしが凶暴化したぞ～～‼️‼️‼️‼️
","ビ　ー　ス　ト　た　け　だ　け　し　い
",名無し,2023/1/27,17:45:48,4tZp
292,"
エバンゲリオンとかいう何もかもが意味不明なのになぜか許されてる作品
","なぜなのか
",名無し,2023/1/27,18:05:05,Z21N
293,"
ワイのID、水っぽい
","惜しい
",名無し,2023/1/27,18:07:27,HH2O
294,"
おんJ読書部9
","読んでる本の感想を書いたり書店で購入した本を紹介したり気になる本や探してる本を書いたり本に出てきた引用の元ネタ・出典を尋ねたり書誌情報を教えてもらったりそれぞれが好き勝手に活動してるスレや前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1660221737/l10
",新年ま,2022/12/30,30:38:58,V2y8
295,"
【ワイ】ワイ【ワイ】
","ワイ「ワイ」>>1ワイ
",名無し,2023/1/27,17:41:43,pODU
296,"
妹欲しい(　　´　　；　　ω　　；　　｀　　)
","欲しい(　　´　　；　　ω　　；　　｀　　)
",名無し,2023/1/27,17:30:30,Y80X
297,"
卒論のファイルと「うんこ」だけ書いてあるファイル間違って出しちゃった🥺💦
","まあいいか🥺💦
",名無し,2023/1/27,17:51:35,mWas
298,"
【悲報】ルフィの夢 強盗王だった
","だから作中で強盗してたフランキーはこのシーンで笑ってたんや
",名無し,2023/1/27,18:00:53,50fD
299,"
社会学者「女がギャオる理由はこれ」→まんさん大発狂へｗｗｗｗｗｗ
","　 ∧,,∧　( `･ω･) ようこそID腹筋スレへ！　/ ∽ |　しー-Ｊここはsageずに書き込み、出たIDの数字の回数だけ腹筋をするという、硬派なトレーニングスレです。例1　ID:9800 の場合 9800回腹筋しましょう。例2　ID:3y9n の場合 39回腹筋しましょう。例3　ID:baka の場合 数字がないので今日は休み。さあ、存分に腹筋するがよい↓(｀･ω･´)
",名無し,2023/1/27,18:01:53,evuh
300,"
このスレで最後に笑うのはワイや
","ﾆｯｺﾘ☺
",名無し,2023/1/27,18:02:44,syWa
301,"
上司「飲み物買ってこい」彡(ﾟ)(ﾟ)「おかのした」
","彡(^)(^)
",名無し,2023/1/27,17:56:52,Z21N
302,"
【速報】長州力、今回の件について謝罪
","https://twitter.com/rikichannel1203/status/1618858767415926785
",名無し,2023/1/27,17:51:36,CktK
303,"
【超緊急事態】明日地球に小惑星が衝突し地球滅亡の危機
","3600キロってやば過ぎるやろまだまだ生きたかった😭😭https://news.yahoo.co.jp/articles/470ea14db71a60031e566b25d1c3db37343e9ac4
",名無し,2023/1/26,17:44:20,Yo3E
304,,,,,,
305,"
物価高すぎるので節約技スレ
","暖房代サッシの隙間風をテープとビニールカーテンで防止でもまだカーテンの端っこから冷え冷え空気が来るカーテンと壁を密着させないとこれ続きそう食費鍋がいいんかなとにかく腹がいっぱい健康な範囲で節約したい
",名無し,2023/1/27,17:49:53,6xW3
306,"
電気代五万きてて草
","もう終わりだよこの家
",名無し,2023/1/27,17:02:12,SfdO
307,"
【朗報】金髪美女さん、アナルボーリングしてしまう
","https://twitter.com/ordurebizarree/status/1618497940288569344&t=7TBIcpc3KnT3U47HDZFdPw
",名無し,2023/1/27,18:10:37,h2ln
308,"
おんｊお絵かき雑談部26
","ガチ絵でも落書きでもなんでも描け…　鬼龍の様にこのスレは雑談しながらお絵描きするだけの道具やんけ　なにムキになっとんねん雑談だけしたいとか悲しくて暴れたいとか愚痴りたいとかそんなん思たらいつでもこのスレにぶつけてくれスレ住民のでっかい大胸筋でなんぼでも受け止めたる住民めっちゃタフやし※追記 2022/12/17 12:26:56>>1リクスレではないので絵描き側から要望が出ない限りリクエストはなしでお願いします※追記 2022/12/17 16:08:54!jien前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1672307740/
",名無し,2023/1/14,14:13:22,o3G1
